date,priceUSD
1650499200,1950.739165329532513158098196699479
1650412800,1965.860289123161018266182936288044
1650326400,1954.89459742952004088366225366539
1650240000,1985.322093576368887339618913864167
1650153600,1973.754728450338956159734387712822
1650067200,1977.037895068771239079596665382334
1649980800,1963.83270423123715232978670678344
1649894400,1987.362882420448394999938680676663
1649808000,1987.404977844410399863759944050616
1649721600,1974.719923997713072136311535220183
1649635200,1946.707408141429781358812249027302
1649548800,1948.624433069935663903463157920697
1649462400,1945.407256903920843293257428871556
1649376000,1936.88822251461084703153274620035
1649289600,1924.044335408901953442933424263545
1649203200,1918.168780287063714243257539225906
1649116800,1919.905588970493222471393475940138
1649030400,1931.107266904847915585495272585656
1648944000,1916.550271985547057163683907869123
1648857600,1913.862112473894660317311702249835
1648771200,1910.091815112183147638983627597099
1648684800,1938.507052341040261245761369575605
1648598400,1940.54323451985034110650866865377
1648512000,1920.987135935126502509796066450796
1648425600,1922.264164160376773268691284776638
1648339200,1956.47250733190113092829801976848
1648252800,1964.575682661631115183827181220445
1648166400,1952.405087928525237937284518895853
1648080000,1949.547139739937249803302900079519
1647993600,1950.608936287735386682665202164569
1647907200,1914.692454577244376246016869980561
1647820800,1929.933004352841801640041054941942
1647734400,1912.626603798177756714881516525952
1647648000,1924.581322877907472965645660742698
1647561600,1936.732847795400390515397627013413
1647475200,1957.982421589015712605053707094955
1647388800,1944.674423970181779255205053011591
1647302400,1934.463231765314154817905105009494
1647216000,1965.136404048927709014093924692965
1647129600,1988.964905483389377482408385253966
1647043200,1995.702396692402626625343415516364
1646956800,1995.908109271692884628186906104323
1646870400,2016.646114793838488846199851260979
1646784000,2002.140860061837890924310739307147
1646697600,2052.871404609115693372509155695118
1646611200,2007.986082577923432671046353258224
1646524800,2000.984012525891943108802488088494
1646438400,1978.558551305735454201551280242601
1646352000,1974.510812508540896630239678713936
1646265600,1938.109676612094290458074379009393
1646179200,1920.297150876005265166267033115648
1646092800,1937.667990385638663486831911756082
1646006400,1903.656777089198471231448382053626
1645920000,1915.166520200505064259952901678206
1645833600,1883.589174158524568816891247363553
1645747200,1891.812859507714091800479505541592
1645660800,1935.943435024575030113666237159019
1645574400,1914.099272379463917705180966651211
1645488000,1914.548302672922684030010201135153
1645401600,1940.476645668077100213792596979505
1645315200,1931.584960027362891465146618168278
1645228800,1924.82977493808989154715422831397
1645142400,1924.257285902539164400980842422092
1645056000,1930.358751063047616285139481717901
1644969600,1874.159377993707037652605674739384
1644883200,1859.564085021992757638650267046641
1644796800,1886.118016795907436592921777269183
1644710400,1884.900348333242503312970125255266
1644624000,1880.158727633911672388571805224795
1644537600,1879.861429563079174655609557881016
1644451200,1827.24848565853199613448527009902
1644364800,1857.131835077098791290417527428386
1644278400,1833.596382407520104300514915848779
1644192000,1843.032967887822196552901726476666
1644105600,1828.238405609709871690894304629227
1644019200,1819.325776912827484959377792202099
1643932800,1823.662519591330351670038386914522
1643846400,1821.884203694648221296030873275022
1643760000,1812.483937503413197134259234356729
1643673600,1824.879118215539726305946993884806
1643587200,1818.671334990090450954975568678807
1643500800,1800.221115629694147619882830989784
1643414400,1798.056721760176525441704615103606
1643328000,1813.019605524674776983158195462746
1643241600,1820.502580389559135359344796578868
1643155200,1841.208291089190298667298182801013
1643068800,1869.767221794998192044434758455022
1642982400,1854.03223211143321651218948552026
1642896000,1855.854110480729919794196908800561
1642809600,1842.837880417307156817951438538949
1642723200,1852.128334524883027638713460658086
1642636800,1827.296435186524360148212243338148
1642550400,1865.971767766828655937202670694964
1642464000,1817.068117150453598316496074360925
1642377600,1823.94346461220817710591934395505
1642291200,1822.254359599273218862099525667458
1642204800,1831.525390515092689228938999962703
1642118400,1848.974707349701185361164632116835
1642032000,1815.607692867076794473422879925474
1641945600,1849.927968668465318285040460172494
1641859200,1827.590340910550929157539380562208
1641772800,1811.844538434780399793959146633639
1641686400,1791.146229625424976620846747999707
1641600000,1790.343070749195154241973234898726
1641513600,1813.71971429822391459313110907787
1641427200,1798.504697404721876926097008116594
1641340800,1818.566198035040265592911068448471
1641254400,1799.628127165314029709152097632435
1641168000,1823.194424108768101474482472360174
1641081600,1845.204712584787922247758061752265
1640995200,1850.062294801403392690627734186356
1640908800,1836.581686347091300899332765011128
1640822400,1822.130587409284764507766828022318
1640736000,1800.937354361545853593913196178395
1640649600,1811.209867896630937812563787709357
1640563200,1814.815168999275125779689763790092
1640476800,1825.65043088418643744329141419813
1640390400,1833.424274602967934288847717658694
1640304000,1807.491021116368329085966734456835
1640217600,1804.566358911908379372320582982283
1640131200,1816.232696949799581738446815649426
1640044800,1801.967139208037614788725665341235
1639958400,1784.736411210187600182219256260022
1639872000,1823.293084551373545608012852570918
1639785600,1809.403495495856800425010999564126
1639699200,1811.367610155406477449201257511406
1639612800,1806.562552853767750549651221501053
1639526400,1771.503623133492215212476728299455
1639440000,1781.494433823735585367434556599101
1639353600,1794.928660079548286235867128446844
1639267200,1789.883576293388988778633223996925
1639180800,1794.33397560330768348414066423817
1639094400,1779.836691487384501487829558861495
1639008000,1779.272355130072779806445992523302
1638921600,1792.160770933739043704146588339205
1638835200,1779.300513416974728969397553102723
1638748800,1787.809613820809022387342034141424
1638662400,1790.62536869636440750178851403068
1638576000,1787.698856400379350269458248985353
1638489600,1798.728310509618419789708435099091
1638403200,1783.646399486480832946028404831394
1638316800,1774.079209503367098543697667442987
1638230400,1782.929404651197446699396389343338
1638144000,1801.282606072874025876424820350275
1638057600,1798.572964442374038851721574913462
1637971200,1801.303487898228727974703277396199
1637884800,1788.729580320361429186654560673671
1637798400,1808.677187815749066358322207171473
1637712000,1779.19025595751448646493453708509
1637625600,1803.156312822313536908945814372333
1637539200,1832.080913811761996746657747502331
1637452800,1847.701804042987367913222096153388
1637366400,1841.436372767583780331260215528557
1637280000,1862.629872742652025788488868612501
1637193600,1856.403765200479618273627819516983
1637107200,1858.755139547363909672984559139035
1637020800,1869.244232679727945739636299354387
1636934400,1885.921582957389341029453615165357
1636848000,1884.520439073874972398328054393885
1636761600,1871.702569911625374888976996122619
1636675200,1880.536389926541918633625389852788
1636588800,1873.729456518320820576856149718043
1636502400,1867.378976416507706230848326977355
1636416000,1856.116381356063026828321757300612
1636329600,1837.455317502184955842920839506181
1636243200,1814.600595385581625122480968012459
1636156800,1823.818317884848246510884307775758
1636070400,1799.681742895224425390995321963286
1635984000,1804.662836919080413768352233744338
1635897600,1769.814913220378336572680175516273
1635811200,1807.672097584538978528539158352323
1635724800,1816.890623061974186783259014030314
1635638400,1800.301480027382566703671544930202
1635552000,1779.559585322356451617449177139102
1635465600,1796.208764607657717838844204724458
1635379200,1815.918042841638255994799897028156
1635292800,1800.085232454566970756052930632358
