	token0	token1	reserveUSD	pairAddress	aprs
0	[object Object]	[object Object]	277960599.60045373	0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc	0.23849477931710988
1	[object Object]	[object Object]	228409592.60296568	0x21b8065d10f73ee2e260e5b47d3344d3ced7596e	0.002197578969264595
2	[object Object]	[object Object]	172594784.89865455	0x9928e4046d7c6513326ccea028cd3e7a91c7590a	0.0
3	[object Object]	[object Object]	142102829.65773228	0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852	0.26942914562579245
4	[object Object]	[object Object]	139061699.87086156	0xe1573b9d29e2183b1af0e743dc2754979a40d237	0.0
5	[object Object]	[object Object]	94586266.95995416	0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5	0.01419287138324127
6	[object Object]	[object Object]	73383293.9990671	0x5fa464cefe8901d66c09b85d5fcdc55b3738c688	0.04108868609241641
7	[object Object]	[object Object]	53885040.48637568	0xccb63225a7b19dcf66717e4d40c9a72b39331d61	0.08254989945355824
8	[object Object]	[object Object]	44980101.722637035	0x48918f57fa7210ea7b20f23da8420e68df3578fe	
9	[object Object]	[object Object]	35799944.773674406	0xd3d2e2692501a5c9ca623199d38826e513033a17	0.05804099894608652
10	[object Object]	[object Object]	33489639.828940455	0x3041cbd36888becc7bbcbc0045e3b1f144466f5f	0.042873339042927686
11	[object Object]	[object Object]	31170863.410552368	0xbb2b8038a1640196fbe3e38816f3e67cba72d940	0.04704658933233337
12	[object Object]	[object Object]	29772422.518143736	0x61b62c5d56ccd158a38367ef2f539668a06356ab	0.03194091774323233
13	[object Object]	[object Object]	29623821.46717834	0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c	0.06280135858881443
14	[object Object]	[object Object]	26216217.146190062	0x470e8de2ebaef52014a47cb5e6af86884947f08c	0.04552338667036162
15	[object Object]	[object Object]	24961747.76650248	0x7b73644935b8e68019ac6356c40661e1bc315860	0.5915817740835678
16	[object Object]	[object Object]	24590259.66171914	0xa478c2975ab1ea89e8196811f51a7b7ade33eb11	0.17817181058581344
17	[object Object]	[object Object]	22782109.03689841	0x0af81cd5d9c124b4859d65697a4cd10ee223746a	0.0067071116232242595
18	[object Object]	[object Object]	20288250.882955115	0x11181bd3baf5ce2a478e98361985d42625de35d1	0.01342495252835961
19	[object Object]	[object Object]	19468460.777977116	0x25647e01bd0967c1b9599fa3521939871d1d0888	0.17720327904296107
20	[object Object]	[object Object]	19032134.60185118	0xab400c46c830a2f87939dcfdcbfaaadf76f35721	0.0
21	[object Object]	[object Object]	15707109.097337088	0x0ee0cb563a52ae1170ac34fbb94c50e89adde4bd	0.04364534474794893
22	[object Object]	[object Object]	15360399.075138172	0x63b61e73d3fa1fb96d51ce457cabe89fffa7a1f1	0.08897791221302936
23	[object Object]	[object Object]	15104313.773682145	0x9fae36a18ef8ac2b43186ade5e2b07403dc742b1	0.0
24	[object Object]	[object Object]	14525828.603479853	0xd6f3768e62ef92a9798e5a8cedd2b78907cecef9	0.06884217153654854
25	[object Object]	[object Object]	13386098.803470466	0x4bacaaabe3e96959ddf3269d3092d5cea88fefe9	0.1877746576038903
26	[object Object]	[object Object]	12560956.346988423	0x97e1fcb93ae7267dbafad23f7b9afaa08264cfd8	0.29332322659820287
27	[object Object]	[object Object]	12346627.390944984	0x2d0ba902badaa82592f0e1c04c71d66cea21d921	0.0014717601758685718
28	[object Object]	[object Object]	12187401.004506396	0x2b788a7b1a0ee0da8cb1d2769825198d9c95d19d	0.017499263364957107
29	[object Object]	[object Object]	12142691.306129264	0x27fd0857f0ef224097001e87e61026e39e1b04d1	0.058261014794530254
30	[object Object]	[object Object]	12022164.965097874	0x6591c4bcd6d7a1eb4e537da8b78676c1576ba244	0.11434741536167371
31	[object Object]	[object Object]	11831589.303680552	0x5f6fbe81171d0f52cc58d6a2ac6ee1a9e52d18d2	0.12266986504599528
32	[object Object]	[object Object]	11206722.805892002	0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23	0.6964222160942996
33	[object Object]	[object Object]	9949108.098678356	0x5281e311734869c64ca60ef047fd87759397efe6	0.23134393748298965
34	[object Object]	[object Object]	9835906.27091036	0xa5e9c917b4b821e4e0a5bbefce078ab6540d6b5e	0.6336660752012852
35	[object Object]	[object Object]	9082391.637838652	0x3854612b93b140726167cca5418b01e832515d42	0.11112448082280126
36	[object Object]	[object Object]	8743961.514638383	0x7a809081f991ecfe0ab2727c7e90d2ad7c2e411e	0.028471189588383017
37	[object Object]	[object Object]	8627255.916016102	0x87da823b6fc8eb8575a235a824690fda94674c88	0.0
38	[object Object]	[object Object]	8518070.959034164	0xcd6bcca48069f8588780dfa274960f15685aee0e	0.06388299199359845
39	[object Object]	[object Object]	8473718.350550512	0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74	0.2080321284092966
40	[object Object]	[object Object]	8323318.385582379	0xcaa004418eb42cdf00cb057b7c9e28f0ffd840a5	0.46620291876200837
41	[object Object]	[object Object]	8152992.643895107	0x9c84f58bb51fabd18698efe95f5bab4f33e96e8f	0.06227121774971011
42	[object Object]	[object Object]	7947757.539359458	0x6ada49aeccf6e556bb7a35ef0119cc8ca795294a	0.2802703736151297
43	[object Object]	[object Object]	7593827.180960942	0x8ae720a71622e824f576b4a8c03031066548a3b1	0.052692051249383205
44	[object Object]	[object Object]	7339163.040143851	0x570febdf89c07f256c75686caca215289bb11cfc	0.17890447756262787
45	[object Object]	[object Object]	7244006.173118525	0xc2adda861f89bbb333c90c492cb837741916a225	0.06449670445766423
46	[object Object]	[object Object]	7202588.951903488	0x3016a43b482d0480460f6625115bd372fe90c6bf	0.06710945541263513
47	[object Object]	[object Object]	7157185.611240093	0x811beed0119b4afce20d2583eb608c6f7af1954f	1.7130018153780364
48	[object Object]	[object Object]	6999837.316841322	0x343fd171caf4f0287ae6b87d75a8964dc44516ab	0.03633827486958481
49	[object Object]	[object Object]	6777416.428083777	0xb20bd5d04be54f870d5c0d3ca85d82b34b836405	0.023738630599056374
50	[object Object]	[object Object]	6738582.702509856	0xc730ef0f4973da9cc0ab8ab291890d3e77f58f79	0.20282327061166308
51	[object Object]	[object Object]	6547348.890515603	0xc5be99a02c6857f9eac67bbce58df5572498f40c	0.15108382497466796
52	[object Object]	[object Object]	6150518.062351596	0x6033368e4a402605294c91cf5c03d72bd96e7d8d	0.15661117652478912
53	[object Object]	[object Object]	6123880.667644046	0x8ef79d6c328c25da633559c20c75f638a4863462	0.053853529444345585
54	[object Object]	[object Object]	6028878.088903765	0xdf60e6416fcf8c955fddf01148753a911f7a5905	0.16503435625645052
55	[object Object]	[object Object]	5998827.311240555	0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974	0.10350058403204926
56	[object Object]	[object Object]	5953347.792276998	0x05be6820730b30086d6355c44c424230aaff41fb	0.11686473579718143
57	[object Object]	[object Object]	5873038.853485737	0xffa98a091331df4600f87c9164cd27e8a5cd2405	0.0923486361948287
58	[object Object]	[object Object]	5848306.13518593	0xccab68f48531215b0707e8d908c43e7de73dbdbc	0.026051337666884486
59	[object Object]	[object Object]	5772494.747691088	0xc50ef7861153c51d383d9a7d48e6c9467fb90c38	0.06196068763412395
60	[object Object]	[object Object]	5758762.925927178	0x8c1c499b1796d7f3c2521ac37186b52de024e58c	0.10707255143841576
