,date,token0,token1,token0.id,token1.id,reserve0,reserve1,totalSupply,reserveUSD,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,dailyTxns,token0.priceUSD,token1.priceUSD,token0.volumeUSD,token1.volumeUSD,24hr_reward,pool_share,24hr_reward_share,ratio,iloss,daily_borrow_fee,daily_stake_reward,24hr_comp_reward_share,dnlp_rew,dnlp_CumRew
47,1646697600,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,386353363.9063975,38425.38065289425,3818327.4697689633,197164154.48768288,308658.8528687763,30.631773928350153,77854.42863770622,13,0.2551603957762487,2579.156035066504,78757.51505783989,79004.1245920971,2.3356328591311866,5.071915848996129e-09,2.1326672042192836e-05,0.4781083624011974,-0.06440715564865718,0.0,0.08998627604430198,2.132680379784979e-05,0.09000760271634417,0.09000760284809983
46,1646784000,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,386528818.14464456,38407.990808981136,3818327.4697689633,208509518.75908667,175454.23824706924,17.389843913110845,47761.829496837025,20,0.2697205343704275,2726.691017956164,47323.61089755581,47416.73120153901,1.4328548849051108,4.79594411780983e-09,2.133354393414977e-05,0.4780449929244546,-0.06442905060676773,0.0,0.09029339218799626,2.1333675836343602e-05,0.0903147257319304,0.0903147258638326
45,1646870400,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,386630395.5199693,38397.93094356543,3818327.4697689633,200724758.7849613,103577.37532476848,10.25915616942963,26908.358452121847,17,0.2595822277695106,2610.7148078921414,26886.845833322142,26783.730928007953,0.8072507535636554,4.9819464527109544e-09,2.1337565614177933e-05,0.4805141848450961,-0.06358032668968372,0.0,0.09060066820036816,2.1337697602152872e-05,0.09062200576598234,0.09062200589797031
44,1646956800,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,386723108.416088,38388.75364552082,3818327.4697689633,197422122.77546817,94721.3599469374,9.377298044611209,24264.647581910926,21,0.2552499688783212,2562.8278906488076,24177.624178568032,24032.400967656133,0.7279394274573278,5.065288458767706e-09,2.1341252837358514e-05,0.481323366888956,-0.06330415228587982,0.0,0.0909081041646368,2.13413849039501e-05,0.09092944541747415,0.09092944554954074
43,1647043200,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,387353855.6802562,38326.43148354753,3818327.4697689633,197796352.21873328,633567.5923014665,62.6021619732866,162169.10903227355,32,0.2553173917313548,2569.691817759492,161760.82515192483,160868.263396809,4.865073270968207,5.0557049651459146e-09,2.1365849212450346e-05,0.48016449895617735,-0.06369997356037904,0.0,0.091215700164065,2.1365981804022383e-05,0.09123706601327744,0.09123706614586902
42,1647129600,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,387869830.1852165,38275.599504974605,3818327.4697689633,192358196.657884,515974.50496030063,50.8319785729268,130233.35580936624,24,0.247967464453253,2515.200579730149,127944.88971752816,127852.621975456,3.9070006742809875,5.198634720923986e-09,2.1386160281810337e-05,0.47644499227367887,-0.06498385955195307,0.0,0.09152345628195868,2.1386293307168458e-05,0.0915448424422405,0.09154484257526585
41,1647216000,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,387924369.53514713,38270.234376136206,3818327.4697689633,197931736.45991483,54539.34993055216,5.365128838394336,13747.201389170368,23,0.25511639897372,2588.383994613482,13913.882556650075,13887.013614339123,0.41241604167511103,5.052246890192469e-09,2.1388243909474357e-05,0.47632169226167514,-0.06502677365320686,0.0,0.09183137260166707,2.1388376979514234e-05,0.09185276084557654,0.09185276097864659
40,1647302400,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,388035374.23930776,38259.319304535136,3818327.4697689633,200576851.5361277,111004.72404086716,10.915073567107632,28270.0337170886,15,0.2584517609114017,2620.1959831705285,28689.366397846326,28599.63191654623,0.848101011512658,4.985620186683811e-09,2.13924722189977e-05,0.4766904032663458,-0.06489851308950711,0.0,0.09213944920658301,2.1392605379366714e-05,0.09216084167880201,0.09216084181196238
39,1647388800,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,388105290.2163893,38252.49560077968,3818327.4697689633,212559488.40435943,231741.12896536704,22.8237037554559,61820.92507984029,15,0.2738425547946618,2770.019532904936,63460.58280687531,63222.10521584858,1.8546277523952088,4.704565331365799e-09,2.1401197436424208e-05,0.47775891105550405,-0.06452797007724453,0.0,0.09244768618014265,2.140133078354367e-05,0.09246908737757907,0.0924690875109262
38,1647475200,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,388161264.8560471,38247.00494793101,3818327.4697689633,215371433.1340768,86330.84306663217,8.490652848669539,23469.870502186845,12,0.2774252000826887,2816.362887188032,23950.35141106763,23912.75957099023,0.7040961150656053,4.6431413184563915e-09,2.1404466654188233e-05,0.4760449747634901,-0.06512316726852174,0.0,0.09275608360582555,2.1404600071273094e-05,0.09277748807247974,0.09277748820589682
37,1647561600,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,388559023.73389274,38207.96976317398,3818327.4697689633,225157666.3103644,397758.8778455778,39.03518475703305,110509.48571990228,24,0.289734187803299,2945.4311173432097,115244.3454141401,114975.4478546065,3.3152845715970685,4.441332229041531e-09,2.141919093440451e-05,0.4753807186953547,-0.06535502881876909,0.0,0.09306464156715455,2.141932466659391e-05,0.09308606075808895,0.09308606089182114
36,1647648000,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,388799282.503938,38184.42992854616,3818327.4697689633,224987278.3465241,240258.7700453105,23.539834627820706,69535.53073539934,27,0.2893360256448586,2947.5830360625446,69515.51765123215,69385.61722068198,2.08606592206198,4.4446957505739765e-09,2.1428462862743717e-05,0.474380854509565,-0.06570529089178212,0.0,0.09337336014769637,2.1428596793438004e-05,0.09339478861055911,0.09339478874448981
35,1647734400,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,388895782.6849351,38174.987498359216,3818327.4697689633,219546061.2351152,110712.15466517892,10.842430186933717,31479.53990101568,17,0.2822685035555926,2860.250547849115,31250.554222755374,31012.066882192943,0.9443861970304704,4.554852837596958e-09,2.1432764402893048e-05,0.47692384126263704,-0.06481741428270282,0.0,0.09368223943106091,2.1432898425821634e-05,0.0937036721954638,0.09370367232948673
34,1647820800,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,388934860.1412444,38171.16344833757,3818327.4697689633,222674262.49305272,39077.45630925232,3.824050021658904,10995.050883993828,9,0.2862616408467307,2896.55257188344,11186.376763202998,11076.561925247024,0.32985152651981486,4.490864767234603e-09,2.1434245721491916e-05,0.4776089217914028,-0.06457988117091273,0.0,0.0939912795009018,2.1434379776197332e-05,0.09401271374662329,0.094012713880678
33,1647907200,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,389119626.49167025,38153.09292897781,3818327.4697689633,229542531.83596537,184766.35042586623,18.0705193597516,54301.83298579743,28,0.2949511104149858,2966.249717329596,54497.04022543362,53601.67294286218,1.629054989573923,4.35649111300478e-09,2.144134268507659e-05,0.4805438411206445,-0.06357018794344316,0.0,0.09430048044091599,2.144147689198128e-05,0.09432192178360106,0.09432192191780797
32,1647993600,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,389286761.78704345,38136.78147701474,3818328.470651187,230908045.32577667,167033.2877534255,16.32145196307789,48724.62725725792,25,0.2965783427437654,3029.8987625742925,49538.45566495342,49452.347106345456,1.4617388177177375,4.330728271460398e-09,2.1447673078699973e-05,0.47304450951435617,-0.06617579014130215,0.0,0.09460984233484415,2.1447807421193232e-05,0.09463129000792285,0.09463129014226535
31,1648080000,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,389448611.4798839,38120.97986924937,3818328.470651187,236357788.91554224,161849.69284041983,15.801607765368525,48587.36614729794,16,0.3034518315746399,3111.700844630911,49113.58573221828,49169.8762300236,1.457620984418938,4.230873899219501e-09,2.1453840089277907e-05,0.47128391256219665,-0.06679981336727958,0.0,0.09491936526647049,2.145397456421172e-05,0.09494081910655977,0.0949408192410347
30,1648166400,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,389560979.2549413,38110.01696146328,3818328.470651187,237462107.62382847,112367.7750574004,10.96290778609182,34527.926522712485,15,0.3047816905045123,3101.118192432601,34247.64044022527,33997.272777410355,1.0358377956813747,4.211198199184406e-09,2.145820220753773e-05,0.47496460285100456,-0.06550061472251212,0.0,0.09522904931962295,2.1458336775914688e-05,0.0952505075218305,0.09525050765639886
29,1648252800,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,389605153.18305606,38105.715132095225,3818328.470651187,239536231.57354409,65173.41511115252,6.361829368047416,19877.34053348273,21,0.3074089621460909,3141.855543989264,20034.891898835755,19987.94886991349,0.5963202160044819,4.174733790503726e-09,2.1460691685693443e-05,0.4728473955851568,-0.06624541961320507,0.0,0.09553889457817288,2.1460826307606595e-05,0.09556035526985858,0.09556035540448049
