date,reserve0,reserve1,totalSupply,reserveUSD,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,dailyTxns
1637193600,23635.97208017,5088.969840905800092886,0.105562662771078422,40545601.62357039658700083586138568,9207.34302155,1974.686191169322900156,8299380.845245845821028533475485459,163
1637107200,23372.47751836,5135.563256120687755297,0.105513578682743063,43647731.79595532979828071778936079,10507.07510183,2179.03453515079860153,9158056.765632547586422632841203572,171
1637020800,24946.96626051,4826.477242346311900323,0.105747386626441071,41328361.21487826832554628408085859,10337.47269407,1801.717983000858040457,7803381.341620422879903470295850229,134
1636934400,27595.35679558,4361.729902150099667987,0.105791057420541739,39888149.17052637188914295311890014,15534.90715788,2631.692432860489639602,12313289.86484942213911338537269657,182
1636848000,26566.99200512,4522.397761020231494582,0.105788101574040453,41718389.76755029576966932771506128,11236.99657295,1573.065457158684219584,7198479.595161942933363866538531041,122
1636761600,31443.57471517,3816.536943528493831536,0.10578679082967945,35471449.75207535728893071061584808,6032.54540353,745.762601384151104251,3464516.590289326423313066274717029,75
1636675200,31178.70552322,3847.493644424089191875,0.105797346249631131,35793302.925217285066418357685095,5310.06511149,633.017557960192486685,2946438.77211850980533157906388032,60
1636588800,32512.13457339,3687.845927671806430332,0.105797346249631131,34890373.24089538446741486838517572,4105.2515118,462.895130476352420891,2176412.208802557425963776493329228,50
1636502400,33333.19087961,3595.651358933961735925,0.105797346249631131,32767333.20598923182794793888046592,4380.10412432,478.610944809298574644,2263780.364235756448322205472573047,53
1636416000,33696.51823377,3555.676294703846372244,0.10580039351481803,33945267.22617058081466427990661272,3796.9658726,394.618679219267416368,1894185.015211711897968524196760917,53
1636329600,34165.33352258,3504.421630578167986486,0.105780946125230783,33605953.34724812001742519092918184,4113.32487953,428.5153996207568943,2016875.639796829353727840134032845,64
1636243200,32740.08961848,3655.446722225517408908,0.105778073926026453,33709490.54664006132806701948732272,3955.58913651,449.165662671055785065,2046220.288016971560396976839872588,52
1636156800,32359.94612317,3697.038112731563161605,0.105778073926026453,33302002.5195285115617267835359189,6920.83888825,794.003897709352915127,3550304.033770447960182508449844789,75
1636070400,31760.31746096,3764.001501089118728857,0.1057721553971242,33705977.11063835487871796414014222,11382.04107106,1335.428012634778721959,6022434.623626191989105382760676336,130
1635984000,33573.56658148,3550.147789251631179961,0.10567157620074813,32136109.4900029600264166158084044,3245.3041654,330.831966502638929537,1503229.410190737434598193181630647,44
1635897600,34804.89252826,3421.887762132643277596,0.105645514711862782,31391877.22925591645887587516381685,3884.35357134,387.664185217678412227,1771655.215902256301835991958757609,52
1635811200,33689.0640328,3534.033852938033359679,0.105645514711862782,32358068.4216666474076867740120601,9307.99162837,978.54295722713954825,4330321.826967039436588099366078031,99
1635724800,35070.64744653,3526.775821230437282976,0.107723260403237486,30540932.75404567205537727631580624,12480.05053357,1258.469614622850825303,5426517.999301954065434197477920218,102
1635638400,36936.3333134,3344.874679217983411991,0.107720188795832249,28794816.41074966671431150423378781,29171.39765486,3228.51550495142577905,13966437.39657192747535167568902222,266
1635552000,35843.33378003,3431.973600401050095951,0.107627851597342598,29576988.16980301289448418168202519,8384.43708749,764.951301029391770816,3294203.873347636797694969316336074,119
1635465600,38840.1102952,3176.49014743872461814,0.107822934850955558,28041135.36377028343098919532511478,5620.06713804,468.266040000167051775,2034600.440664613513256556151528728,77
1635379200,39338.59428464,3176.460965698981555198,0.108535877461069565,27188160.15193788477077914815737883,1626.92007914,131.403275477593098559,535114.6129939746448987715954678334,35
1635292800,39549.99729542,3174.072661994622312135,0.108792943736293047,25157134.03420182258576269362038115,6873.69711984,527.276435061969056379,2151609.534261278046810812043917993,71
1635206400,40340.10594308,3086.647632652172370266,0.108378250207810058,25551784.32742107482192892327347224,2902.43719721,221.581486489034626548,931416.8494025038767970223287916337,53
1635120000,39553.49603688,2898.171000217564843167,0.103999642403170234,24388726.96636899628146671630897487,1693.18384369,125.676614787545223387,520142.3458673547700553137007672759,36
1635033600,38634.97926442,2929.206951773791505985,0.103340592197086426,23881606.09013838336642345184461403,4386.31737607,340.73640690227944678,1383100.698429681429907464685061112,44
1634947200,38690.0072089,2892.871556257083894003,0.102788466389979382,23698528.491827265624180758815651,1783.04350796,135.203500172341692994,545088.0378371062148059272604084944,32
1634860800,38271.95330434,2912.674663804255983227,0.10258809376534661,23123868.59105036307806092495808055,7888.66472616,578.337384940053496848,2329451.532185193905919149107525478,51
1634774400,39488.01267696,2819.242738741344647443,0.102551245728268867,22908819.05021686946199094164964581,1590.61117376,112.29451305084815369,469914.2066272387540661129292787393,30
1634688000,39314.04439796,2826.245809626970472792,0.102458269192532186,23298657.30905130662183009931712497,3410.19123635,255.926554026252172235,1000709.230883423000338472312358188,42
1634601600,38102.79637932,2912.581896788088531181,0.102410245565932296,22581796.03511067091509414359896208,1044.042579,79.457234151738125083,299922.808659122344614416589765866,28
1634515200,37790.95669228,2936.295813871616559554,0.102408864721060365,21871786.91540192433000963712027548,3444.36614662,255.927163178620387064,970950.5391219631168997133985560448,38
1634428800,39171.23237595,2831.734765667774148672,0.1024027480297646,21660435.26047824372584052051697457,1081.3017146,77.825487015944184663,298547.2168619516981352578649415823,22
1634342400,39147.40864767,2833.222401842981256137,0.102402721865057018,21605219.71036373090542831134418891,927.65768453,66.092317383522581104,257314.5864059911517412329276792869,21
1634256000,39827.53497288,2812.705627095420935623,0.102917395586173109,21639110.06511293212715903691929589,2693.02910789,196.642838388520613319,749554.3345086109483718403865261792,40
1634169600,38153.95244697,2934.174407894122982072,0.102894569217180193,22102290.94626121436538203970256166,1048.40005643,82.329081284409751318,304357.3465478512628629594328053378,21
1634083200,37236.84831488,3006.18950815460076555,0.102894569217180193,21482483.92570017020958365313474181,1263.05214169,101.970035687014492764,355823.1982589618132683601417089609,21
1633996800,37382.60075187,2993.996640235192786936,0.102891695578442179,20929720.33424803968069501232480236,5071.4131726,395.16769515848705812,1378275.355157135802885247614701694,55
1633910400,38277.49024685,2922.826534139235845248,0.102891695578442179,20560011.36726341290210178075660114,827.83062683,64.413215152259451033,229846.1023429531730452775203523463,18
1633824000,37655.62263243,2971.224014018180425624,0.102897284873239732,21098421.05987579239688815093403036,215.90604543,16.991026443095368035,59618.54477086792316094700975234319,7
1633737600,37868.83916108,2954.444082056557183045,0.102897284873239732,21242470.1460388858949058339455665,1371.31128195,108.252111780115752336,389856.0780436006583346242031351632,28
1633651200,37285.27289184,3000.269066234314199117,0.102895772467194287,21430896.27480529792576863128127036,820.07231072,65.744536817549839556,236595.9572481430055963051015031482,17
1633564800,37074.10046846,3017.159723371070332855,0.102895772467194287,21654270.73657295830515206669418883,999.85237489,82.489388591305671889,296776.3169695231059476670931084098,17
1633478400,36287.88984335,3081.389465220615016298,0.102880934070276215,22080808.07269881156800682408597322,4155.18236011,369.943999136352968139,1290266.42527822719955481813500509,43
1633392000,35937.15085966,3107.627257844133287991,0.102835572945230329,21855042.8930771099849908886706633,1978.30341793,172.766198860150146961,594670.0980573003689787862745909922,31
1633305600,35448.57000742,3146.916537007042792745,0.10278627052074454,21372577.1950937640577196756475239,1671.99576381,148.198419110905882772,497135.9052871155387354473718626082,41
1633219200,36092.16678252,3105.578129056583751888,0.103038968361283685,21247722.63298989491828962369932319,6940.33611978,594.918590231918723662,2021891.226943312788365749874504507,98
1633132800,37916.75348327,2983.349463828568237537,0.103541919304876967,20259162.50842069167026953324622845,2772.19499428,218.394357618148372426,727372.2266475562136560514401929148,51
1633046400,37845.00657279,2991.779472255595858767,0.103601326384207109,19679152.1842810216073962199048492,4131.66864638,336.558540427258033825,1040462.849056369967994092102112658,57
1632960000,38059.69605066,2975.086796553672017001,0.103621742779568328,17653717.30769772729872493327915269,13069.2515658,999.275256317888212408,2998126.813447394961986440488219039,111
1632873600,40369.2798255,2804.222093795553397615,0.10366233515101531,15783742.39934887305519277850493122,1138.26765938,78.989871295471648836,227209.0517070999165814294560644682,19
1632787200,40393.04266643,2794.248208539165636591,0.103512638279882213,16050336.44952626751231693511086312,1001.969169,69.244247128647864417,201606.2277024791620332219078944238,18
1632700800,39998.81264037,2820.932936671464021459,0.10350079464327116,16801448.19904933178229777002859453,836.5008386,58.982368509773283892,179891.6196907133101551630516346738,20
1632614400,38542.61125519,2770.539269945702024382,0.100690915563552146,16932562.56675147553097827147727883,1838.20210534,138.105892557380171485,395034.8819289540756369562297910311,22
1632528000,37127.33831259,2875.557194218602607029,0.100687887725859328,16849456.40065959185145594980974796,348.67594535,27.149450600309605064,79262.97564535532067732443662401726,14
1632441600,36809.09143795,2900.2890640979046451,0.100687056098916792,16915102.65414509326608725352474135,1823.70502405,143.790861244637947162,426118.8599341522262522321157806748,20
1632355200,36284.48575274,2941.696743460715780973,0.100685554239073032,18444582.96797104556236063023800053,6070.94964968,477.551503180812483463,1490819.35078373319210309198248132,61
1632268800,37879.02602746,2816.273019477250696376,0.100681942035162862,17234222.53981186587321683623878146,1779.41712013,129.467357778663910206,372907.0998212407798255046554991844,36
1632182400,38278.04278557,2786.380925830781711972,0.100679301673704084,15276806.5725304088729548413437928,1845.27250193,137.318860270289122982,407919.8742708984953373125224356286,27
1632096000,37383.0312937,2852.52337159500559277,0.100676635922418946,16878731.80001958487055682989581263,3023.51390014,237.150102477811975991,738703.8220508427438432851707350136,39
1632009600,36479.67928887,2998.421028905264299716,0.10197681891491735,19890459.95219375880573004403090697,165.93966796,13.654956046988045811,46412.75327233978316564505319337101,14
1631923200,36333.16860557,3011.061234331173101636,0.10198681891491735,20618900.03725739663909737936542842,383.99999269,31.776924712395927982,110756.8519423565272166033964177624,20
1631836800,36188.8050621,3022.810640973332410559,0.101984011925523662,20499575.56218166195814954797245096,1042.0031932,84.970959791625782348,292982.5414950375283750775288235921,23
1631750400,36754.83763054,2905.018496467153589205,0.100760369549107327,20716287.03716803758610666518577203,730.33320391,58.159108598665529241,209988.1303294521019685182874596541,23
1631664000,36260.12610629,2948.699705445895350868,0.100832598908248082,21145906.88684093669276164000554954,686.09259092,56.560931940090891199,196833.2311040466204877200119339273,29
1631577600,35744.60294852,2996.364432454895045404,0.100922033581517154,20089285.78004757685448595510461178,1041.91029933,88.495883718275526596,294076.9773470237676938908556561851,24
1631491200,35143.4312161,3047.884364758110756549,0.100930836809323241,20053770.58835306879417429627720334,1118.91928644,98.207370220132629808,320988.7811308497836029492997870212,29
1631404800,34457.34180916,3108.923765362920784005,0.10094140463753951,20933208.18810085371525199965039605,3035.2533204,282.5997211279818003,937055.2980308763936358013408423158,46
1631318400,32607.61232311,3146.417082787550780801,0.098798473870484827,20512404.08688915430575829663226923,10064.11439113,930.729347290960704014,3028251.763780619701223467122950843,88
1631232000,34685.83331675,2953.561676273117221984,0.098770719223716172,18679172.02083485008880855846561379,1658.77384192,142.294795727737058992,479386.236298430782010657426786731,30
1631145600,34249.61229485,2985.958845213314069242,0.098691591094507682,20540232.28233294273928197282470721,4625.44410086,391.209274396672271695,1362345.760594554400975009506651843,45
1631059200,35585.59602285,2873.240265799986540889,0.098700651840854291,20402955.51496978941500883840290672,4990.33030168,403.642696596525841511,1381656.990274625742643470066002573,57
1630972800,35677.68564428,2873.467409026925532352,0.098852969027635442,19563861.91162377599953698601795864,3998.58195065,347.423567517711677547,1195729.1575222431854207751853754,38
1630886400,33701.30961829,3040.891119337197636215,0.098852515409182275,24009205.22445204337139680568774038,352.59777015,32.038954084125930923,125128.3045114515191371082447165337,19
1630800000,33405.66666199,3074.600113641982881163,0.098963519165703833,24295481.87623321254672048694185681,1114.58851404,104.124392357845344198,405493.6770993904263779392120530025,27
1630713600,32330.26667518,3056.814818998436484535,0.097080556493611233,23758675.28157699051369531077793864,2071.55037286,188.243206486868261497,735173.869673430409709318131102007,45
1630627200,32981.5168043,2995.690306310121432097,0.097077310410259735,23263880.84301125594715858316612771,2163.29588994,197.737189853074961413,771772.0868443305502821204669076238,29
1630540800,32090.61991838,3072.800894529801598901,0.096991355512186705,23345424.44803156779071850178703943,6233.15308172,582.305995798654485227,2190170.22263795856123146095021639,56
1630454400,32767.14003966,3036.898845743904638848,0.097462061769246843,22845987.07641078007561751534846435,1484.95478243,143.201356129670628747,511315.6637232257740860789432499715,46
1630368000,31402.05642376,3147.100473574685424781,0.097132742780570968,21600040.52790119890171232773902123,4134.13958278,434.328894931024125933,1414172.585523173096384960267598282,61
1630281600,30349.40007859,3208.318872768557682648,0.096434722915129139,20709888.98337689955490122332447178,1415.39058601,154.058660642291837462,496197.3869803087705961029400953779,38
1630195200,28715.02624128,3238.035173891087720136,0.094242434737654087,21025762.19218557790366543260501225,2125.82911701,240.428063413745972279,775497.3552418394188845355092472458,45
1630108800,27344.6134638,3126.674796217005243742,0.090381048523180953,20264023.6580188764471876990121297,2481.75918785,286.517978065614605886,929155.6113429895243809093891384384,61
1630022400,26993.89160953,3161.704120812442071575,0.090313536181409077,20644845.91099678801695823354187313,3245.40746866,396.841945949909473425,1239505.713074442296210037691092217,60
1629936000,26546.42050701,3211.012622843540236027,0.090274171255453465,19979784.68214481589721262489962991,15812.35378965,1873.873160530480031686,5861133.608014908304284398407617964,180
1629849600,27957.6457469,3017.480078933380875567,0.089887155476912422,19467117.82138615136377328650251292,7930.10308163,795.803004150159129484,2538644.853065446356617899150665309,92
1629763200,28691.74573293,2957.896317450775548882,0.090192953541522027,18786017.79141764857360114486550582,6679.85631781,763.557051175035057575,2519705.213031862574153195031357229,128
1629676800,26268.75628237,3066.645745082368262531,0.087905593879403425,20381434.03347070234962673511721536,49059.42096187,5034.275061868095425533,16707789.4226955396935681833882854,508
1629590400,37495.29167419,2151.121444010923933956,0.088188415918824255,13947983.32344888289862215085640968,946.83544003,54.315783490634886421,176034.3260767700452659855537254832,32
1629504000,37650.50738012,2141.636856908769101531,0.088179064093861825,13866012.29671483747971181574454625,1917.67751277,107.349823177291016745,348432.3988903713511359727697190943,44
1629417600,37428.60448679,2075.779155715302782522,0.086563035423594209,13576103.3582539092544179873648185,1184.97688141,66.036934676916153906,213656.6401899458175680060163729622,47
1629331200,36930.47132758,2098.31643803480770733,0.086454719690500051,13306380.76838343987648571950149117,1832.69867772,104.427932711852482865,319842.8093873545894590222105090882,43
1629244800,37180.00873137,2085.208315631379346892,0.086481386266307279,12614865.99769510918591264977039238,1494.03026568,86.185114309296039964,260455.6438756287173265074399600243,43
1629158400,35966.22897145,2153.782598123708746606,0.086450622107845231,13055305.94698526727842920372609751,646.7371874,38.187773557307333442,117598.8119223518996014604176487163,24
1629072000,35596.26270031,2094.166303603231127483,0.084808458998963351,13212422.34396186902768372866592493,1890.52630347,109.189276657445236506,357844.3439387407751555316317692609,41
1628985600,35413.8808497,2094.333603622288195556,0.084600979096200422,13858241.41055224522812942257671041,3449.02537062,205.83911391467151,670238.8048683412578556886946938597,56
1628899200,36099.11846946,2048.858096009369201745,0.084495483231464121,13380417.83125637650652910004504246,431.74074661,24.471245848843449267,80602.8973712683700943851266636054,30
1628812800,36101.10258177,2047.314121800253880661,0.084467476531622156,13462445.15967997513067395649409138,969.50039246,55.679133720398878976,177237.0169838719048925916229442735,29
1628726400,35598.90180676,2068.25634317507489613,0.084309233271414825,12577897.75603789968659507120551548,4336.26666052,250.484587005846196437,784509.7389307284658724823853519948,72
1628640000,34601.40179845,2048.413116981420488607,0.082735090953000855,13008625.69456468556759368823374717,1089.75034458,63.57704231744798086,203363.5678474428087368537436240326,48
1628553600,34843.27897165,2036.048605184817692381,0.082776693508408681,12782863.96605781276140537604538872,1088.28609487,62.274395187541295182,195273.5993450961885094242520733735,31
1628467200,35414.72239338,2001.871413903709243193,0.082753170719293379,12621790.04184905513093460044687946,1512.93841804,86.137594783754362729,263503.6066734807140739102086643323,32
1628380800,34256.66399092,1992.356206960167302912,0.081200502351750041,12012793.18144257008783666574117733,1346.81335991,78.3185819294696027,243250.1970834233107890156290738119,37
1628294400,33906.53964788,2015.717448941501259623,0.081261502351750041,12731403.17978502693089158774320777,2006.31183561,118.742283130100813427,364116.6833928785164053158242932088,45
