date,reserve0,reserve1,totalSupply,reserveUSD,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,dailyTxns
1650153600,1079.735114344115015296,3050768.205645309,0.596368251424018215,6547348.890515603325117572074542015,34.626166925201689668,96870.491435528,105171.3352000639778350521289400308,13
1650067200,1076.993991591749904757,3059694.344879156,0.596509979405069898,6610037.620703132465840899607183386,23.811771342797598833,67519.753587207,72304.15263195358620034959591236437,19
1649980800,1084.580496365907892061,3035109.819983044,0.596217254725347617,6588544.890087789970132107921195501,132.092669871401149522,359422.529529897,399928.9183508299961938915355604874,34
1649894400,1079.50530136642495051,3048398.723965151,0.596228325978313568,6524593.83831951352716915108512146,76.009650291802338053,214665.875568967,233890.6366276247742908392216281833,22
1649808000,1065.003388211239267367,3089257.136050466,0.596228325978313568,6641664.483185768638654256911443029,112.790948545924621896,328726.252851545,345148.6166612518775937482138392321,33
1649721600,1086.106064283808068998,3027815.553217744,0.596183398543991649,6531211.396930045778441426949353021,66.722630124125784493,184697.31353132,200646.0779721600114379118353889241,25
1649635200,1078.915467759328465289,3047916.870728175,0.596230426685541838,6468096.268728309245119843306468308,151.595684582940999408,433068.548671892,462668.7963205607387126616924176204,30
1649548800,1048.537648253130003925,3134896.725595701,0.596230426685541838,6762581.292381663652391805171069463,152.734859654565697596,450012.414885837,495805.92510834072972595421101202,30
1649462400,1024.017629831086065443,3233864.568723744,0.596953676152726176,6627659.161888420653048388964173237,83.345389601929349623,258222.315841344,268167.8558439462310096632782248963,18
1649376000,1022.845131361772942028,3254399.609181808,0.596953676152726176,6538363.299666940601104145036800245,35.442188685744930844,114217.543708431,113963.5580646964875335054724937024,14
1649289600,1012.506828087263315545,3318666.163560992,0.597198610072424599,6517606.09693711773825627149035739,146.988063457501415764,487191.543267641,470950.6037962866565341839925186192,38
1649203200,1035.888983857421978545,3242344.755616287,0.597198610072424599,6571773.239305606381553803054651082,41.520835514301025377,130618.056821384,134960.9233461000010243184350870594,18
1649116800,1043.374809500904943942,3218694.279461275,0.597198610072424599,7212585.999097480960865317031577262,86.432700362124830242,273491.821470518,300486.08122609062515450853992263,18
1649030400,1010.914749827384846575,3322326.213097749,0.597298608672567056,7033706.293488890091771906925657255,36.095200418993463294,118747.065586018,125419.8930014083766209574368781812,12
1648944000,1006.086562105165462731,3337912.704521775,0.597298608672567056,7117925.267806982718177214854956844,90.603556497155587461,296647.205684661,313980.7320550246437012027062253795,23
1648857600,1041.30060310872782741,3224174.593077456,0.597298608672567056,7226096.19883142128338157628962464,3.618642756831096293,11200.328964928,12599.28020486928458832829136353632,10
1648771200,1040.017085812400297466,3230156.237494505,0.59748696385764776,7184668.943863614147638384186129379,139.555229554525002522,437758.06045874,456332.9531391039084300115864015753,48
1648684800,1055.725494235679374226,3181201.329310839,0.597523649368139489,6918853.044617774825584420561485537,233.215706726858880473,702991.624823077,779532.4731164347450720543323679031,56
1648598400,1074.793256049309084551,3140968.777509797,0.599268855482866769,7277826.016894770277138991911073396,27.074072341752315772,78230.161182078,91661.06894100233389027866946786341,17
1648512000,1076.25081174731724351,3123390.374610298,0.599310241253963409,7293624.064031999557854725723603396,214.410384386974449616,585845.598994357,727393.2079874207002819813164979549,60
1648425600,1091.241705812005648033,3085527.308788168,0.599972648757379886,7307006.223039870808066063430977189,100.817350085285195396,286245.417263087,337913.2820213095471639406041289882,42
1648339200,1071.3304994161170782,3124151.670626691,0.598266001677758048,7014157.387763376317470696421682166,34.777926446277485763,101169.915173546,111924.117757964340945133564342026,16
1648252800,1069.1396489917368538,3140962.511949883,0.599288880034296669,6718152.146255670002901042580702252,91.118040990894545367,265457.975255148,284167.4707869754485693057680550115,32
1648166400,1082.216813551564220669,3102219.582623571,0.599288880034296669,6716343.501183586362586381968342859,29.072885951347033065,82418.501997399,91220.18992985918250804361884771168,17
1648080000,1091.059790757949064646,3076829.686149442,0.599288880034296669,6790027.436300984601784902774497453,68.920238940935032396,192765.881719688,211227.8614234584883777470724540419,35
1647993600,1089.20011705702978897,3082711.661295199,0.599406553648629047,6559776.61096624235458389784669616,126.274305549519881071,358563.260518106,374536.099995362618256520003692501,56
1647907200,1102.434927715560148729,3045025.058813739,0.599443974928214142,6553973.393873328959029642880891127,307.67334082777443253,837299.346077042,924089.3563475893243066835826457223,63
1647820800,1139.605429210136778863,2945311.989758628,0.599652238741705802,6643246.487760061075526994789400289,544.111043277663017627,1333300.862015076,1580230.207729443346291027152062554,65
1647734400,1114.768488462793678468,3006876.96422581,0.599652238741705802,6402338.408935665145866702686003853,38.021450393458511384,102497.292508046,109244.5200147244617187068892606058,34
1647648000,1110.251807575836261535,3020506.501803703,0.599821667926951203,6542369.840131569380960389774249809,50.481520673709701253,138337.65451739,148811.9471730204942949777053589443,35
1647561600,1095.990544482921913697,3060217.728547603,0.59990267267748613,6459659.378191713569475674587077409,79.868924341907796149,219940.527560305,231736.9468914029778328459596597009,29
1647475200,1131.89732129310690095,2962497.30808501,0.59990267267748613,6356646.569675756777321913417231156,96.241261792603520173,244002.025861996,266665.6316435508523058047469509076,56
1647388800,1164.584119418224939158,2882227.498923172,0.600277935279403001,6450036.469578002023450434745841116,2043.264615425914268874,5153105.44116724,5469817.742238835449148385522214436,157
1647302400,1126.195352107269398204,3004669.005949096,0.600277201839275566,5953127.754832480155328373042008452,38.046710347725326878,101959.648237465,98324.22188411902667371862582147428,21
1647216000,1121.386610654542875968,3056759.772484166,0.600277201839275566,5795962.852781826915833812124838725,45.072354351276155982,121454.059109389,115687.4409042253221672400914765581,27
