,Unnamed: 0,date,token0,token1,token0.id,token1.id,reserve0,reserve1,totalSupply,reserveUSD,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,dailyTxns,token0.priceUSD,token1.priceUSD,token0.volumeUSD,token1.volumeUSD,24hr_reward,pool_share,24hr_reward_share,ratio,iloss,daily_borrow_fee,daily_stake_reward,comp_pool_share,24hr_comp_reward_share,dnlp_rew,dnlp_CumRew
66,298,1625356800,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2001.85847739,30419.75487609429,0.0661138089124242,141602710.2863327,79.83185748,1221.8762775852758,2817182.570028225,347,37275.121153381144,2573.008743211169,2975742.1594664566,3143898.345349232,8451.547710084675,7.0620117226422795e-09,0.02216087355428545,0.7493108132161328,-0.010321775161133862,4.1095890410958905e-05,0.08418133399728411,7.219817387402364e-09,0.022406728459672207,0.1063011116611586,0.10654696656654536
65,299,1625270400,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1970.88241304,30791.48176211944,0.0660038717497359,137042921.8441246,58.31893325,912.2023479558878,2005503.6282531524,405,38421.25968080469,2643.601532061148,2240686.878705765,2411499.5246059615,6016.510884759457,7.296983941552417e-09,0.022204775937595712,0.7517264004594627,-0.01009476320420033,4.1095890410958905e-05,0.0844854283903238,7.460485479305372e-09,0.02245161455176404,0.10664910843750855,0.10689594705167688
64,300,1625184000,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1980.08281686,31082.11284752708,0.0664721834721183,133548589.43310268,107.92883845,1724.545271985528,3595260.4839316374,398,37249.1038009687,2587.1777032477803,4020252.506542032,4461705.075922336,10785.781451794912,7.48791136053834e-09,0.02228553891306089,0.7446869901232982,-0.010765267163464265,4.1095890410958905e-05,0.08478968107907503,7.656027060202923e-09,0.022534190786424414,0.10703412410172497,0.10728277597508848
63,301,1625097600,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1971.32503316,31238.196853805886,0.0664968328524186,132162251.91971315,141.92808948,2222.1260956897245,4769019.1136916485,403,38234.959181252736,2593.525842695765,5426614.707940986,5763141.4548999425,14307.057341074946,7.566457028951708e-09,0.022393792647642883,0.7625252849781029,-0.009118399279226752,4.1095890410958905e-05,0.0850940921459381,7.736961015219388e-09,0.022644883931314818,0.10744678890317003,0.10769788018684197
62,302,1625011200,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1996.53355029,30835.22373466336,0.0664947560008679,140199528.27157792,209.77882164,3315.335907555552,7294344.169480679,401,39057.19013627824,2761.4935531160654,8193371.323357879,9155278.735128855,21883.032508442036,7.1326916169283995e-09,0.022549877570168818,0.7315451922191197,-0.012091447891705576,4.1095890410958905e-05,0.08539866167335652,7.294210590711606e-09,0.022804503378794784,0.10790744335311439,0.10816206916174034
61,303,1624924800,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1928.86149624,31922.00422207049,0.0665105177964037,138062364.16237593,130.98617512,2145.5902353966326,4653385.556639298,473,38939.736723102134,2775.267080477272,5100567.173538951,5954585.948489755,13960.156669917895,7.243103550102143e-09,0.022650992430504682,0.7257255694516623,-0.012710600246754189,4.1095890410958905e-05,0.08570338974381664,7.4082789294834075e-09,0.022907924113304824,0.10831328628391036,0.1085702179667105
60,304,1624838400,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1929.63138934,31873.76827891445,0.0664802579677916,132485215.5567746,204.02771235,3444.0165069864915,7036824.304307661,453,37735.04762231248,2619.3768031510895,7698995.441798722,9021176.948069857,21110.47291292298,7.548012023813062e-09,0.022810334533879807,0.745128411887886,-0.010722416750971075,4.1095890410958905e-05,0.08600827643984765,7.720921310460883e-09,0.02307091641349212,0.1087775150833165,0.10903809696292882
59,305,1624752000,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1879.39924411,32970.75098692185,0.0667394050706816,130424648.37249549,107.66335503,1917.145330053778,3586553.2140332703,443,43201.64770022333,2917.548911648414,4651234.334230128,5593365.27117024,10759.65964209981,7.667262380834483e-09,0.02289283166748426,0.7658899374173334,-0.008826811715019423,4.1095890410958905e-05,0.08631332184402185,7.844153150343027e-09,0.023155316831570315,0.10916505762109516,0.10942754278518121
58,306,1624665600,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1876.90154496,33104.86343034732,0.0668363395619466,120039676.5854185,176.66083039,3111.844096970842,5506152.328227257,509,44226.490804230976,2971.195971297872,7813088.590711143,9245898.64422683,16518.456984681772,8.330578925613937e-09,0.023030439977124513,0.7699018830541633,-0.008486811567831043,4.1095890410958905e-05,0.08661852603895437,8.52347612002693e-09,0.02329611150521894,0.10960787012566792,0.10987354165376235
57,307,1624579200,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1892.1439952,32942.084163702115,0.0669514408670974,120159538.63527524,188.04106623,3318.074485279757,6198559.403206609,574,43893.10409137156,2955.820541972656,8253706.093485884,9807632.723385252,18595.67820961983,8.322268971382601e-09,0.023185198212890248,0.768072878755281,-0.008640783857832512,4.1095890410958905e-05,0.08692388910730342,8.516145477316355e-09,0.023454475006101424,0.11006799142978271,0.11033726822299389
56,308,1624492800,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1825.73663766,31886.138274880417,0.0647131709905107,126768160.64979362,123.75940403,2132.7674189257605,4183010.288878932,470,42539.770382504554,2838.887005369341,5264696.630111809,6054685.71106345,12549.030866636796,7.888416104439455e-09,0.023284190190073734,0.7750526984473665,-0.008062381414313147,4.1095890410958905e-05,0.0872294111317703,8.073434762798758e-09,0.023555788788139565,0.11047250543143307,0.1107441040294989
55,309,1624406400,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1847.43827254,31637.156857265025,0.0648485447458245,124629562.57080744,172.42813247,2945.6706462226502,5849076.457562772,580,39082.262794032235,2616.684164757733,6738881.586276743,7707889.734562487,17547.229372688314,8.023778462929747e-09,0.0234249852711984,0.7725250887732815,-0.008268972306385458,4.1095890410958905e-05,0.08753509219509914,8.212784893685343e-09,0.02369990040845761,0.11091898157588659,0.11119389671314579
54,310,1624320000,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1826.45384657,31677.394300647127,0.0645292514301798,118380428.49616432,357.09383438,6013.379263496743,11088430.469468024,843,39422.69125947743,2664.1935213399606,14077599.983425707,16020806.075168086,33265.291408404075,8.447342290473304e-09,0.02370598857411753,0.765358128749999,-0.008872506259018476,4.1095890410958905e-05,0.08784093238007751,8.647543461473675e-09,0.023987563461670372,0.11150582506378408,0.11178739995133692
53,311,1624233600,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1867.74028659,31196.49795211601,0.0647760194628872,117759948.60363989,368.49693331,6064.537573516538,12111578.896296684,727,38279.5361217088,2551.104127834277,14105891.669379063,15471266.83720411,36334.73668889005,8.491851532356142e-09,0.024014537763546836,0.7761089272673414,-0.007977007735679775,4.1095890410958905e-05,0.08814693176953559,8.695550359895618e-09,0.02430351399436216,0.11212037364267147,0.11240934987348679
52,312,1624147200,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1920.73976916,30458.3664715062,0.0649259522623903,136319777.3358629,136.84594206,2211.3786230587434,4747598.185863839,482,38294.3401776261,2492.304338564105,5240425.057173352,5511428.536457223,14242.794557591518,7.335692733243049e-09,0.024119018528084034,0.7947265381694295,-0.0065624560871934134,4.1095890410958905e-05,0.0884530904463472,7.513975844243763e-09,0.02441053400862243,0.11253101308402028,0.11282252856455867
51,313,1624060800,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1907.2243504,31150.80652789132,0.0654354289108057,135238973.05666912,100.14500585,1611.2224882420703,3577006.1172765954,439,38764.09796431734,2579.156035066504,3882030.8174065333,4155594.204384405,10731.018351829787,7.3943182013144285e-09,0.02419836709240161,0.7773851916269408,-0.007874596545742851,4.1095890410958905e-05,0.08875940849342878,7.57481745723819e-09,0.024491819513767814,0.11291667969541944,0.11321013211678564
50,314,1623974400,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1925.21181921,30921.612212470347,0.0655060950856866,137784482.41999832,126.72471066,2062.286429039309,4628610.374539644,451,42002.182800004884,2726.691017956164,5322714.462419048,5623217.882514376,13885.831123618933,7.25771133611239e-09,0.02429914644635884,0.7967464394711505,-0.006419021899602972,4.1095890410958905e-05,0.08906588599374055,7.4354658922394805e-09,0.024595067137472882,0.11332393654968842,0.11361985724080247
49,315,1623888000,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1928.65142919,30984.382252512285,0.0656376226291599,146931761.7195558,113.82978472,1838.748429819688,4373040.2231603535,431,39446.65820032944,2610.7148078921414,4490204.610866923,4800447.7537186835,13119.12066948106,6.8058804188890736e-09,0.024388433612836304,0.7815107975171113,-0.007549104098036663,4.1095890410958905e-05,0.0893725230302852,6.973271504721263e-09,0.024686550327804375,0.11371986075271054,0.11401797746767861
48,316,1623801600,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1921.77834201,31139.14658755822,0.065689828596506,146715337.35739875,164.93977773,2637.312757818285,6486367.985882533,526,38878.84933070028,2562.8278906488076,6412668.767003863,6758978.692100625,19459.1039576476,6.815919984997879e-09,0.024521065308391383,0.7846539393204104,-0.007306769173412109,4.1095890410958905e-05,0.0896793196861092,6.984181536737817e-09,0.02482245624238684,0.11415928910408962,0.11446068003808509
47,317,1623715200,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1986.39399618,31274.7348172046,0.0669387219654364,159562079.53986213,121.38335526,1897.260269568198,4896440.692396562,510,38925.037319814684,2569.691817759492,4724851.633499824,4875374.190869567,14689.322077189685,6.267153216376689e-09,0.024613125540493837,0.7834877203361993,-0.007396118256847828,4.1095890410958905e-05,0.08998627604430198,6.422719352854534e-09,0.02491680163557232,0.11455830569438485,0.11486198178946334
46,318,1623628800,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1990.974476,31290.6556455122,0.0670390383674314,161221355.44560236,183.15192869,2884.681057811743,7297877.172373937,672,37817.37181699559,2515.200579730149,6926324.586269592,7255551.468944675,21893.631517121812,6.202652230754937e-09,0.02474892412286284,0.7776835582708405,-0.007850772396497563,4.1095890410958905e-05,0.09029339218799626,6.357202486003098e-09,0.0250559838842806,0.11500122042044814,0.1153082801818659
45,319,1623542400,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2003.93938691,31134.077025157207,0.0670977319237474,156053500.9277785,295.46570712,4551.815363481682,11119885.952204544,655,39724.94801309516,2588.383994613482,11737359.854994401,11781846.033271736,33359.65785661363,6.408058736617511e-09,0.024962694769841483,0.7938141389223218,-0.006627877847333763,4.1095890410958905e-05,0.09060066820036816,6.5686189530517225e-09,0.025275110765144874,0.11552226707979868,0.11583468307510209
44,320,1623456000,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2041.35471134,30632.394594518664,0.0671881805007945,146196882.52264264,253.83434976,3864.051950085807,9076215.405100375,772,39412.12741273849,2620.1959831705285,10004151.734470746,10124573.39837708,27228.646215301127,6.840091134262882e-09,0.025148941191416745,0.7780012589709341,-0.007825453368127677,4.1095890410958905e-05,0.0909081041646368,7.012975195325061e-09,0.025466064585655063,0.11601594946564259,0.1163330728598809
43,321,1623369600,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1984.81437483,31473.76827490515,0.0671675093112588,147820825.69305176,233.42954688,3590.746154304896,8641313.261022924,753,41180.072815539694,2770.019532904936,9612645.737816837,9946436.985127844,25923.93978306877,6.764946652892391e-09,0.025324315261082,0.7689329594732941,-0.008568164788948729,4.1095890410958905e-05,0.091215700164065,6.9372232212734595e-09,0.02564590474270506,0.11649891953473604,0.1168205090163591
42,322,1623283200,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2049.88459542,30416.498128409134,0.0671150303579454,150679721.96067944,212.08751132,3110.471772653665,7861902.266959536,630,40782.90609874068,2816.362887188032,8649545.058879161,8760217.262147753,23585.70680087861,6.636593079598026e-09,0.025480843999614138,0.7489860946134568,-0.010352535187504563,4.1095890410958905e-05,0.09152345628195868,6.806794513533494e-09,0.025806447802355092,0.11696320439116187,0.11728880819390282
41,323,1623196800,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2074.23427185,29776.11974193929,0.0668083106983459,155209787.0703774,398.57417736,5557.420407829713,14107291.688800624,831,41794.23010231304,2945.4311173432097,16658100.88142397,16368999.001379829,42321.87506640187,6.442892673685365e-09,0.025753519298416086,0.7339249584918367,-0.011843967744733508,4.1095890410958905e-05,0.09183137260166707,6.609160847165002e-09,0.026086159882022564,0.1175437960096722,0.11787643659327868
40,324,1623110400,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2173.62375863,28880.00354306769,0.0673723402413322,145397159.91562238,656.6806493,8645.247810189137,21359437.13448204,824,42201.83478007407,2947.5830360625446,27713128.26503036,25482585.787870362,64078.311403446125,6.877713433882237e-09,0.02619423156157606,0.7405416385028007,-0.011172992284446126,4.1095890410958905e-05,0.09213944920658301,7.057126566141223e-09,0.026538368635741293,0.11829258487774812,0.11863672195191335
39,325,1623024000,WBTC,WETH,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2207.67365981,28629.33897116564,0.0676331353201289,147988070.60131732,319.63339921,4143.093064519956,11233689.426046005,531,41175.01291239638,2860.250547849115,13160909.339704895,11850284.207583072,33701.06827813802,6.757301422585737e-09,0.026421959838194578,0.7445842830693319,-0.010775252878753028,4.1095890410958905e-05,0.09244768618014265,6.936629178721136e-09,0.0267721404493135,0.11882855012792627,0.1191787307390452
