,date,token0,token1,token0.id,token1.id,reserve0,reserve1,totalSupply,reserveUSD,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,dailyTxns,token0.priceUSD,token1.priceUSD,token0.volumeUSD,token1.volumeUSD,24hr_reward,pool_share,24hr_reward_share,ratio,iloss,daily_borrow_fee,daily_stake_reward,comp_pool_share,24hr_comp_reward_share,dnlp_rew,dnlp_CumRew
83,1643932800,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11622015.762992464,9536.684907927502,295358.9713232646,56801833.08629841,701543.8927362268,576.2433699568113,1634000.7286539827,102,2.4437169181602,2987.0969964835053,1714374.6795114821,1721294.8396415245,4902.002185961948,1.760506564076393e-08,0.07740268669287588,1.161862588878428,-0.002806833951715104,4.1095890410958905e-05,0.024794344761933096,1.9012686415070558e-08,0.08004864050133895,0.10215593556439802,0.10480188937286108
82,1644019200,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11632988.316601196,9570.76694312383,296016.3105564863,57767996.22903964,250868.88510899743,206.76828485469676,620910.1861981957,94,2.4829388054400487,3018.510523402728,622892.089914611,624132.243739835,1862.7305585945871,1.7310622927532074e-08,0.0774349317191913,1.1682250632342344,-0.003014378211264268,4.1095890410958905e-05,0.02506752537975443,1.8696314759112325e-08,0.08008346669817384,0.10246136120853477,0.10510989618751732
81,1644105600,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11035148.730728315,10284.088545012404,298796.4101718112,63043310.92040732,1630104.9900307185,1415.8704185738181,4256887.316140381,242,2.8564776270236307,3063.6677878534374,4656358.433722326,4337756.59315917,12770.661948421142,1.5862111069364804e-08,0.07763750137744647,1.3241657611042998,-0.00977457348056987,4.1095890410958905e-05,0.025340848201184984,1.7132403912951014e-08,0.08030225883690995,0.1029372536882205,0.10560201114768397
80,1644192000,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10926031.619935067,10441.41978037258,299528.1534781435,65732466.52056497,1289054.9527929267,1227.9233711961772,3848775.7741284394,187,3.008066826414493,3146.9878462223114,3877563.4409217034,3864259.9252466974,11546.327322385318,1.521318235771879e-08,0.07781315776056383,1.3575180479439686,-0.01156577284524174,4.1095890410958905e-05,0.02561431330024866,1.6434835265141434e-08,0.08049202082437075,0.10338637517040153,0.10606523823420845
79,1644278400,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11088644.703315005,10361.953734190283,300571.2553425209,64819099.981352575,666985.857858683,622.8105301437548,1927736.5354728056,108,2.9227692705301753,3123.359312335805,1949445.769227566,1945261.0691452962,5783.209606418417,1.542755145146545e-08,0.07790237852432146,1.3290024505241957,-0.01002793231666499,4.1095890410958905e-05,0.025887920751007654,1.6669346244165856e-08,0.08058842314770273,0.10374920338491815,0.10643524800829943
78,1644364800,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10809026.046960467,10723.097112661444,301861.6778811032,69544771.88192753,549339.5953975713,532.3066410138865,1696266.4444464005,154,3.2169767923486376,3242.4967263273616,1767212.7295121774,1726002.540889841,5088.799333339201,1.4379226114908978e-08,0.07797555152058894,1.4090343453054432,-0.014520048336778002,4.1095890410958905e-05,0.026161670627563027,1.553802527359376e-08,0.0806674930403564,0.104096126257741,0.10678806777750847
77,1644451200,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11071988.296764608,10524.866642591183,302625.5555024744,64835169.57425615,1167442.6632387727,1150.4770327910044,3629369.9933803086,172,2.9278918942319465,3070.588260696165,3418145.9106773585,3532641.271088615,10888.109980140925,1.5423727686170285e-08,0.0781434867639397,1.3542119746796024,-0.011383724055004985,4.1095890410958905e-05,0.02643556300405414,1.666792113195078e-08,0.0808489751987814,0.10453795387758288,0.10724344231242458
76,1644537600,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11298493.140705433,10308.453268038053,302507.2875469682,60372377.462563045,953938.3356712768,892.381794920061,2686953.398001111,132,2.671700407776396,2927.995697622692,2548637.440406487,2612890.056162754,8060.860194003333,1.6563866490434315e-08,0.07827700577599123,1.295897106379553,-0.008339910195330424,4.1095890410958905e-05,0.026709597954658992,1.7903038121515367e-08,0.08099328908612685,0.10494550784023926,0.10766179115037489
75,1644624000,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11327511.916990412,10284.820064432766,302528.9720418673,59817668.790444925,479645.14071280375,432.1709702434338,1261798.3738382172,105,2.6403710377352567,2914.3098385488606,1266441.137928539,1259480.1105156462,3785.3951215146517,1.6717468604522693e-08,0.07834028800009087,1.2867152123400927,-0.007891586854148036,4.1095890410958905e-05,0.026983775553594325,1.807147137199705e-08,0.081061696745697,0.10528296766327423,0.10800437640888037
74,1644710400,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11316120.67385406,10309.357964301507,302723.1566821163,59543786.27329941,354037.8111012148,319.8733321496473,927991.21435176,84,2.63092750552208,2875.9269969528623,931447.8152210164,919932.3515344406,2783.97364305528,1.679436365383468e-08,0.07838704306585503,1.299224559006826,-0.008504570344602835,4.1095890410958905e-05,0.027258095875115407,1.8155743267378782e-08,0.08111224185642346,0.10560404305055948,0.10832924184112791
73,1644796800,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11258819.71485797,10384.262750024254,303026.1210121307,60964664.0827368,612876.6599961657,558.0304547589598,1621871.9106287512,87,2.7074180787477804,2932.176892226971,1659313.3493161756,1636244.00460313,4865.615731886253,1.6402944476867337e-08,0.07846685349055094,1.3113491991107664,-0.009114188930398504,4.1095890410958905e-05,0.027532558993516143,1.7733424076432485e-08,0.08119852588358996,0.10595831659365612,0.10868998898669514
72,1644883200,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10961479.809751997,10738.490205394013,304026.28033169213,68434122.64746039,697674.5053486722,663.0943310225537,2058023.885379244,133,3.1215731742067003,3186.0661681822885,2177842.020224344,2112662.4143844256,6174.071656137732,1.4612593269464678e-08,0.07855707268847861,1.391463845515856,-0.01348852930714839,4.1095890410958905e-05,0.027807164983129184,1.5799114302281678e-08,0.08129607074739575,0.10632314178119684,0.10906213984011398
71,1644969600,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11071089.828341167,10814.294902757214,306582.7643321951,67797343.90701911,874279.7372006294,848.6830938512003,2658265.6412238646,105,3.061909213917808,3130.1188522062566,2676965.182876247,2656478.951612374,7974.796923671594,1.4749840367956793e-08,0.07867469967006964,1.389263670662059,-0.0133610516367203,4.1095890410958905e-05,0.02808191391832593,1.5948944434023002e-08,0.08142326034040401,0.10671551769798461,0.10946407836831898
70,1645056000,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11165741.62097868,10748.250513501862,306923.9873889672,62040284.49093623,602523.4668957848,584.1639816044733,1756577.48993842,90,2.778153328139541,2887.9929993935466,1673902.574838699,1687061.4893715794,5269.73246981526,1.611855922656343e-08,0.0787596401649925,1.3661968275816547,-0.012048183288984382,4.1095890410958905e-05,0.0283568058735163,1.7430984870780122e-08,0.08151511696735841,0.10707535014809784,0.10983082695046376
69,1645142400,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11299368.424930563,10656.888549924768,307425.06433156406,59192534.73201836,365267.00292993785,347.40412462121014,977052.264565396,73,2.619285100989266,2782.7069016635746,956738.4186573888,966723.855249834,2931.1567936961883,1.689402227033e-08,0.07880915919314303,1.3368063660423317,-0.010441391787990972,4.1095890410958905e-05,0.028631840923149077,1.8271140471745107e-08,0.08156867254488075,0.10739990422588115,0.11015941757761886
68,1645228800,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11398353.52514194,10541.849269363527,307088.33543744835,58147153.819800235,228366.5195665772,213.6419661506233,588881.5257881797,54,2.5506821529768327,2757.7394176678295,582490.4057959031,589168.87132163,1766.6445773645391,1.7197746309286776e-08,0.07883954149840322,1.3135793553710575,-0.009227936293653038,4.1095890410958905e-05,0.028907019141711787,1.860054364649892e-08,0.08160153309444987,0.10770546474970405,0.1104674563457507
67,1645315200,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11504624.173149051,10272.054000929213,304505.24137309456,54163646.129544444,957815.7701985331,855.6108048832934,2261701.534425264,121,2.3539945901039694,2629.204987262948,2254693.141363614,2249576.19535522,6785.104603275793,1.846256800379127e-08,0.07896481195355404,1.2715522498224174,-0.0071711920978190236,4.1095890410958905e-05,0.029182340603730816,1.9969141857761172e-08,0.08173702581079244,0.1081060566668739,0.1108782705241123
66,1645401600,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11453283.700583795,10318.3643732135,304474.8913658928,53052152.83399061,864595.5887575826,768.210636454058,2021709.9807983572,84,2.316023693331129,2573.008743211169,2002423.8687121384,1976612.684224108,6065.129942395071,1.8849376445272134e-08,0.07907913587102773,1.27836518230954,-0.007491745690687224,4.1095890410958905e-05,0.029457805383771185,2.0390068414296687e-08,0.08186069422525948,0.10849584536438796,0.1112774037186197
65,1645488000,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11430968.118319485,10224.307628901444,302757.96888474544,53850722.832870185,774799.7687753822,693.2330107641894,1779296.6726393253,70,2.3554751564116425,2643.601532061148,1825021.606543898,1832631.8493315736,5337.8900179179755,1.8569852870936868e-08,0.07917825970330171,1.2654230202094228,-0.006887263361185059,4.1095890410958905e-05,0.02973341355643666,2.008999391861269e-08,0.08196793240325767,0.10887057736932741,0.11166025006928337
64,1645574400,MC,WETH,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11543739.340990651,10138.19410043929,302908.59158948576,52550216.8026859,1339189.616473992,1167.0056157036884,3122174.18006413,79,2.276134935587353,2587.1777032477803,3048176.271432281,3019250.90851353,9366.52254019239,1.90294172097286e-08,0.07935649916852336,1.2494674378388326,-0.006168504122450513,4.1095890410958905e-05,0.030009165196370202,2.058921919324902e-08,0.0821607817889162,0.1093245684744826,0.11212885109487544
